Autopista del Saler - Antonio Ferrandis (C.C. El Saler);50;T;36;3;40;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3528593228128155, 39.453318252515686], ""type"": ""Point""}";39.453318252515686, -0.3528593228128155;2024-11-13T19:31:51+01:00
Alameda - Pintor Maella;53;T;20;5;25;F;13/11/2024 18:39:33;"{""coordinates"": [-0.34813930400480075, 39.45676426141678], ""type"": ""Point""}";39.45676426141678, -0.34813930400480075;2024-11-13T19:31:17+01:00
Plaza de Europa;54;T;7;12;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3526903171951741, 39.459778273617445], ""type"": ""Point""}";39.459778273617445, -0.3526903171951741;2024-11-13T19:36:20+01:00
Francia - Pintor Maella;55;T;23;1;25;F;13/11/2024 18:39:33;"{""coordinates"": [-0.34868630411595647, 39.45934326975421], ""type"": ""Point""}";39.45934326975421, -0.34868630411595647;2024-11-13T19:36:40+01:00
Av Puerto 19 (Telefónica);63;T;11;7;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.358414330727018, 39.46777930285978], ""type"": ""Point""}";39.46777930285978, -0.358414330727018;2024-11-13T19:37:56+01:00
Av. Puerto 61-63;64;T;19;1;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.35419531724959286, 39.46651829706714], ""type"": ""Point""}";39.46651829706714, -0.35419531724959286;2024-11-13T19:36:48+01:00
Av. Puerto - Serrería;69;T;25;0;25;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3387212679875118, 39.46195227384504], ""type"": ""Point""}";39.46195227384504, -0.3387212679875118;2024-11-13T19:35:45+01:00
Av. Puerto - Plaza Tribunal de les Aigües;71;T;14;6;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.33353125122308164, 39.46038026686525], ""type"": ""Point""}";39.46038026686525, -0.33353125122308164;2024-11-13T19:29:27+01:00
Molinell - Calderón de la Barca;77;T;6;14;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.36566734195835493, 39.48497336307338], ""type"": ""Point""}";39.48497336307338, -0.36566734195835493;2024-11-13T19:39:03+01:00
Guillem de Castro (Torres de Quart);82;T;2;12;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3839144104057024, 39.47605634238628], ""type"": ""Point""}";39.47605634238628, -0.3839144104057024;2024-11-13T19:38:24+01:00
General Elio - Llano del Real;83;T;0;25;25;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3669703519914759, 39.47758533929587], ""type"": ""Point""}";39.47758533929587, -0.3669703519914759;2024-11-13T19:35:19+01:00
Blasco Ibañez, 32 (F. Filología);90;T;8;32;40;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3589673254467337, 39.47673433298103], ""type"": ""Point""}";39.47673433298103, -0.3589673254467337;2024-11-13T19:31:52+01:00
Naranjos (Magisterio);95;T;17;16;33;F;13/11/2024 18:39:33;"{""coordinates"": [-0.34611927939668474, 39.47983533734356], ""type"": ""Point""}";39.47983533734356, -0.34611927939668474;2024-11-13T19:36:33+01:00
Marino Blas de Lezo (estación Cabañal Adif);101;T;26;4;30;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3348422811122132, 39.47022899172744], ""type"": ""Point""}";39.47022899172744, -0.3348422811122132;2024-11-13T19:39:01+01:00
Albalat dels Tarongers - Paseo Facultades;104;T;19;1;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3472752845405608, 39.478386332978474], ""type"": ""Point""}";39.478386332978474, -0.3472752845405608;2024-11-13T19:36:41+01:00
UPV Trinquet;110;T;23;6;30;F;13/11/2024 18:39:33;"{""coordinates"": [-0.33668024623462534, 39.48074033571707], ""type"": ""Point""}";39.48074033571707, -0.33668024623462534;2024-11-13T19:31:09+01:00
Manuel Broseta i Pont - Naranjos;112;T;19;21;40;F;13/11/2024 18:39:33;"{""coordinates"": [-0.34227526701990957, 39.47858033137406], ""type"": ""Point""}";39.47858033137406, -0.34227526701990957;2024-11-13T19:33:54+01:00
UPV Caminos;113;T;0;37;38;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3436112694462359, 39.48127634089521], ""type"": ""Point""}";39.48127634089521, -0.3436112694462359;2024-11-13T19:36:05+01:00
Cataluña - Doctor Vicente Zaragozá;115;T;1;15;16;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3521482985209469, 39.481562345598135], ""type"": ""Point""}";39.481562345598135, -0.3521482985209469;2024-11-13T19:37:19+01:00
Gómez Ferrer - Álvaro de Bazán;118;T;6;12;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3604163266878076, 39.480466345728246], ""type"": ""Point""}";39.480466345728246, -0.3604163266878076;2024-11-13T19:30:14+01:00
Jaime Roig - Bachiller;119;T;1;18;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.36322633473676447, 39.48252035422283], ""type"": ""Point""}";39.48252035422283, -0.36322633473676447;2024-11-13T19:30:41+01:00
Murta - Sant Eperit;121;T;4;11;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.35877131748144303, 39.48618236435413], ""type"": ""Point""}";39.48618236435413, -0.35877131748144303;2024-11-13T19:37:42+01:00
Azagador de Alboraya - Dolores Marqués;124;T;7;17;25;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3619553259600363, 39.48850137319014], ""type"": ""Point""}";39.48850137319014, -0.3619553259600363;2024-11-13T19:35:52+01:00
Alfahuir - José Chabas Bordehore;126;T;20;0;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.36010431604895277, 39.49309838788837], ""type"": ""Point""}";39.49309838788837, -0.36010431604895277;2024-11-13T19:38:55+01:00
Alfahuir - Duque de Mandas;127;T;5;15;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3644463333304693, 39.49059138177909], ""type"": ""Point""}";39.49059138177909, -0.3644463333304693;2024-11-13T19:39:08+01:00
Almazora - Benimuslem;129;T;3;17;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3699453557741905, 39.485975369089516], ""type"": ""Point""}";39.485975369089516, -0.3699453557741905;2024-11-13T19:35:36+01:00
Platero Suárez - Milagrosa;132;T;5;8;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3734343681182198, 39.48528636793778], ""type"": ""Point""}";39.48528636793778, -0.3734343681182198;2024-11-13T19:37:28+01:00
Alfambra - Poeta Monmeneu;133;T;1;14;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.37588237827023757, 39.48275636079257], ""type"": ""Point""}";39.48275636079257, -0.37588237827023757;2024-11-13T19:34:52+01:00
Maximiliano Thous - Luz Casanova;134;T;8;12;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.37333936513208965, 39.48765637635625], ""type"": ""Point""}";39.48765637635625, -0.37333936513208965;2024-11-13T19:36:29+01:00
Campanar - Nicasio Benlloch;140;T;1;19;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3896004206542252, 39.48800438494039], ""type"": ""Point""}";39.48800438494039, -0.3896004206542252;2024-11-13T19:35:33+01:00
Marqués de San Juan - Diputat Lluís Lucía;144;T;7;8;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.39548044804080085, 39.4787793569025], ""type"": ""Point""}";39.4787793569025, -0.39548044804080085;2024-11-13T19:35:46+01:00
Plaza Badajoz;145;T;1;14;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.398395456094638, 39.48154736759815], ""type"": ""Point""}";39.48154736759815, -0.398395456094638;2024-11-13T19:37:00+01:00
Manuel Candela - Rodriguez de Cepeda;150;T;21;3;25;F;13/11/2024 18:39:33;"{""coordinates"": [-0.35060930364544307, 39.46772129856667], ""type"": ""Point""}";39.46772129856667, -0.35060930364544307;2024-11-13T19:33:07+01:00
Salamanca - Reina Doña Germana;155;T;10;8;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3630783484267159, 39.46495329574819], ""type"": ""Point""}";39.46495329574819, -0.3630783484267159;2024-11-13T19:37:09+01:00
Puerto Rico - Cuba;156;T;7;8;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3763453968184098, 39.46096428829767], ""type"": ""Point""}";39.46096428829767, -0.3763453968184098;2024-11-13T19:38:16+01:00
Pérez Galdós - Marqués de Zenete;157;T;11;9;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.38736643250783204, 39.46405230416093], ""type"": ""Point""}";39.46405230416093, -0.38736643250783204;2024-11-13T19:38:29+01:00
Paseo Neptuno 32-34;163;T;4;16;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3234012136184579, 39.46443727525528], ""type"": ""Point""}";39.46443727525528, -0.3234012136184579;2024-11-13T19:35:21+01:00
Juan XXIII - Domingo Gómez;175;T;5;10;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.38271239433339566, 39.49258939642365], ""type"": ""Point""}";39.49258939642365, -0.38271239433339566;2024-11-13T19:37:01+01:00
Av. de la Plata - Zapadores;179;T;12;3;23;F;13/11/2024 18:39:33;"{""coordinates"": [-0.36642636792637634, 39.45547226612543], ""type"": ""Point""}";39.45547226612543, -0.36642636792637634;2024-11-13T19:37:49+01:00
Ausias March - Av. de la Plata;183;T;15;3;18;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3722843899417025, 39.45262025913349], ""type"": ""Point""}";39.45262025913349, -0.3722843899417025;2024-11-13T19:34:59+01:00
Ebanista Caselles - Ausias March;185;T;14;1;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3705033850186671, 39.45004424948915], ""type"": ""Point""}";39.45004424948915, -0.3705033850186671;2024-11-13T19:36:26+01:00
Benifairó de Valldigna - Joaquín Benlloch;186;T;13;1;14;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3740153970137416, 39.45039125246078], ""type"": ""Point""}";39.45039125246078, -0.3740153970137416;2024-11-13T19:37:23+01:00
Hospital Nueva Fe (administración);189;T;20;10;30;F;13/11/2024 18:39:33;"{""coordinates"": [-0.37706532415787625, 39.44477922701873], ""type"": ""Point""}";39.44477922701873, -0.37706532415787625;2024-11-13T19:30:38+01:00
Estación AVE Joaquín Sorolla;194;T;4;34;40;F;13/11/2024 18:39:33;"{""coordinates"": [-0.38179930448705707, 39.4607722298068], ""type"": ""Point""}";39.4607722298068, -0.38179930448705707;2024-11-13T19:36:43+01:00
Av. del Cid - Julián Peña;200;T;1;14;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3932144497376184, 39.467737319045916], ""type"": ""Point""}";39.467737319045916, -0.3932144497376184;2024-11-13T19:32:40+01:00
Perez Galdós - Nou Moles;201;T;9;11;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.39366844724894096, 39.47171233289752], ""type"": ""Point""}";39.47171233289752, -0.39366844724894096;2024-11-13T19:38:51+01:00
Pechina - Teruel;202;T;1;19;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.39333444304417053, 39.47622234753723], ""type"": ""Point""}";39.47622234753723, -0.39333444304417053;2024-11-13T19:33:02+01:00
Reina Violante - Escultor García Mas;203;T;3;12;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.40118246297404103, 39.48460937883364], ""type"": ""Point""}";39.48460937883364, -0.40118246297404103;2024-11-13T19:39:08+01:00
Carteros - Mossen Febrer;208;T;5;14;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.38857844617931064, 39.451692263769644], ""type"": ""Point""}";39.451692263769644, -0.38857844617931064;2024-11-13T19:29:33+01:00
Fray Junípero Serra - Vall d'Uixó;211;T;9;6;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3977574716661004, 39.45872629171394], ""type"": ""Point""}";39.45872629171394, -0.3977574716661004;2024-11-13T19:32:22+01:00
Castán Tobeñas - Patriques;220;T;0;15;16;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3983214623957442, 39.47385534208041], ""type"": ""Point""}";39.47385534208041, -0.3983214623957442;2024-11-13T19:31:31+01:00
Maestro Rodrigo - Manuel de Falla;222;T;0;20;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.39728245609920837, 39.47689335174765], ""type"": ""Point""}";39.47689335174765, -0.39728245609920837;2024-11-13T19:33:20+01:00
Valle de la Ballestera - Hospital Nueve de Octubre;223;T;0;20;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.4011874677803583, 39.47855835893999], ""type"": ""Point""}";39.47855835893999, -0.4011874677803583;2024-11-13T19:34:48+01:00
Padre Barranco - Carlos Ruano Llopis (Pintor);225;T;0;20;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.40114246019172434, 39.488107390420495], ""type"": ""Point""}";39.488107390420495, -0.40114246019172434;2024-11-13T19:38:06+01:00
Corts Valencianes - La Safor;226;T;2;28;30;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3988594505654264, 39.49086439918327], ""type"": ""Point""}";39.49086439918327, -0.3988594505654264;2024-11-13T19:38:47+01:00
San Clemente - Hospital Arnau de Vilanova;227;T;0;20;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.40293146422681364, 39.49024839844318], ""type"": ""Point""}";39.49024839844318, -0.40293146422681364;2024-11-13T19:38:16+01:00
Alcañiz - Cambrils;231;T;2;13;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3786213772644184, 39.49507240298451], ""type"": ""Point""}";39.49507240298451, -0.3786213772644184;2024-11-13T19:32:45+01:00
Conde Torrefiel - Cecilio Plá;235;T;0;15;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3772033703255944, 39.49804541205544], ""type"": ""Point""}";39.49804541205544, -0.3772033703255944;2024-11-13T19:36:22+01:00
Albacete - Maluquer;243;T;7;10;18;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3845424236611566, 39.46282029901061], ""type"": ""Point""}";39.46282029901061, -0.3845424236611566;2024-11-13T19:34:38+01:00
Tres Cruces - Segunda República Española;249;T;1;14;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.4027404883331656, 39.459506295875165], ""type"": ""Point""}";39.459506295875165, -0.4027404883331656;2024-11-13T19:30:26+01:00
Tres Cruces - Pio XI;250;T;7;8;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.4008070181198941, 39.456352245577065], ""type"": ""Point""}";39.456352245577065, -0.4008070181198941;2024-11-13T19:31:45+01:00
Doctor Tomás Sala - Carteros;254;T;9;10;19;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3899174536874086, 39.447714251158565], ""type"": ""Point""}";39.447714251158565, -0.3899174536874086;2024-11-13T19:35:53+01:00
Tomas de Villarroya - San Vicente;255;T;7;11;18;F;13/11/2024 18:39:33;"{""coordinates"": [-0.38602944085901075, 39.447703249066144], ""type"": ""Point""}";39.447703249066144, -0.38602944085901075;2024-11-13T19:36:34+01:00
Plaza Salvador Soria, 8;257;T;4;16;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.38910445245389036, 39.44525124234686], ""type"": ""Point""}";39.44525124234686, -0.38910445245389036;2024-11-13T19:38:24+01:00
Pintor Rafael Solves - Jose Soto Mico;258;T;3;12;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3891374575312111, 39.43982822413676], ""type"": ""Point""}";39.43982822413676, -0.3891374575312111;2024-11-13T19:31:28+01:00
Pio IX - Músico Cabanilles;259;T;6;14;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3930154660803912, 39.44546024514969], ""type"": ""Point""}";39.44546024514969, -0.3930154660803912;2024-11-13T19:30:32+01:00
Plaza Xuquer - Vinalopó;261;T;10;9;19;F;13/11/2024 18:39:33;"{""coordinates"": [-0.35037729588168837, 39.47667632834523], ""type"": ""Point""}";39.47667632834523, -0.35037729588168837;2024-11-13T19:38:54+01:00
Ninot - Regino Mas;270;T;0;16;16;F;13/11/2024 18:39:33;"{""coordinates"": [-0.39288942312141745, 39.50007542649037], ""type"": ""Point""}";39.50007542649037, -0.39288942312141745;2024-11-13T19:31:20+01:00
Moraira - Alta del Mar;273;T;14;1;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3332722584595297, 39.450305232524904], ""type"": ""Point""}";39.450305232524904, -0.3332722584595297;2024-11-13T19:34:37+01:00
Veles e Vents;276;T;6;14;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.32376521655842594, 39.46197526682713], ""type"": ""Point""}";39.46197526682713, -0.32376521655842594;2024-11-13T19:31:45+01:00
Salvador Giner - C. Museo;2;T;2;13;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3797483936090024, 39.479889353348874], ""type"": ""Point""}";39.479889353348874, -0.3797483936090024;2024-11-13T19:33:29+01:00
Plaza Poeta Llorente;5;T;2;13;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3711403661399108, 39.476895339123786], ""type"": ""Point""}";39.476895339123786, -0.3711403661399108;2024-11-13T19:36:51+01:00
Hospital - Horno del Hospital;10;T;3;12;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.38261041097634013, 39.470816323984536], ""type"": ""Point""}";39.470816323984536, -0.38261041097634013;2024-11-13T19:38:17+01:00
Plaza Ayuntamiento - Cotanda;11;T;6;21;27;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3767843903416451, 39.47118632283677], ""type"": ""Point""}";39.47118632283677, -0.3767843903416451;2024-11-13T19:33:20+01:00
Colón, 60;16;T;13;5;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3704333693720587, 39.470092316192336], ""type"": ""Point""}";39.470092316192336, -0.3704333693720587;2024-11-13T19:38:15+01:00
Colón 20-22;18;T;5;18;24;F;13/11/2024 18:39:33;"{""coordinates"": [-0.37312937987373457, 39.468191311513856], ""type"": ""Point""}";39.468191311513856, -0.37312937987373457;2024-11-13T19:30:22+01:00
Angel Guimerá - Juan Llorens;22;T;11;4;15;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3883534313205414, 39.46978732404922], ""type"": ""Point""}";39.46978732404922, -0.3883534313205414;2024-11-13T19:34:05+01:00
Alberique, 18 (Abastos);25;T;2;21;23;F;13/11/2024 18:39:33;"{""coordinates"": [-0.38861043334080225, 39.46772931656263], ""type"": ""Point""}";39.46772931656263, -0.38861043334080225;2024-11-13T19:38:40+01:00
San Vicente Martir - Doctor Vilá Barberá;27;T;1;19;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3818514137102655, 39.463362299305594], ""type"": ""Point""}";39.463362299305594, -0.3818514137102655;2024-11-13T19:38:39+01:00
Salamanca - Conde Altea;31;T;12;6;19;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3650283531086902, 39.467365304622646], ""type"": ""Point""}";39.467365304622646, -0.3650283531086902;2024-11-13T19:33:19+01:00
Conde Altea - Almirante Cadarso;32;T;5;13;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3682473649948816, 39.46600630156446], ""type"": ""Point""}";39.46600630156446, -0.3682473649948816;2024-11-13T19:35:03+01:00
Germanías - Ruzafa;33;T;12;7;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.37399038562310283, 39.46481830023885], ""type"": ""Point""}";39.46481830023885, -0.37399038562310283;2024-11-13T19:35:15+01:00
Regne de Valencia - Doctor Sumsi;34;T;8;9;17;F;13/11/2024 18:39:33;"{""coordinates"": [-0.36996137299092113, 39.46412229654908], ""type"": ""Point""}";39.46412229654908, -0.36996137299092113;2024-11-13T19:35:42+01:00
Regne de Valencia - Almirante Cadarso;35;T;6;8;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.36699436340059455, 39.46374929341137], ""type"": ""Point""}";39.46374929341137, -0.36699436340059455;2024-11-13T19:36:40+01:00
Plaza de los Fueros - Conde Trenor;36;T;4;18;25;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3754363798581042, 39.479072348860946], ""type"": ""Point""}";39.479072348860946, -0.3754363798581042;2024-11-13T19:35:38+01:00
General Urrutia - Granada;41;T;13;7;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.36477635908979195, 39.458912276426375], ""type"": ""Point""}";39.458912276426375, -0.36477635908979195;2024-11-13T19:33:29+01:00
Av. de la Plata (Museo Fallero);42;T;12;7;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.3586583378805894, 39.45878127329601], ""type"": ""Point""}";39.45878127329601, -0.3586583378805894;2024-11-13T19:34:01+01:00
Antonio Ferrandis - General Urrutia;48;T;13;3;20;F;13/11/2024 18:39:33;"{""coordinates"": [-0.35855273823228967, 39.450807354184086], ""type"": ""Point""}";39.450807354184086, -0.35855273823228967;2024-11-13T19:30:55+01:00
